cast,country,directors,genre,original_title,production,rating,release_year,sinopsis,title
"Al Pacino,Robert De Niro,Diane Keaton,Robert Duvall,John Cazale,Lee Strasberg,Talia Shire,Gastone Moschin,Michael V. Gazzo,Marianna Hill,Bruno Kirby,Danny Aiello,Harry Dean Stanton,Troy Donahue,Roger Corman,Morgana King,Joe Spinell,Richard Bright,James Caan,Dominic Chianese,Francesca de Sapio,G.D. Spradlin,Frank Sivero,Oreste Baldini,Tom Rosqui,Leopoldo Trieste,Amerigo Tot,John Aprea,Abe Vigoda,Gianni Russo,Maria Carta,Mario Cotone,Fay Spain,James Murdock,Carmine Caridi,William Bowers,Joseph Della Sorte,Carmen Argenziano,Kathleen Beller,Ignazio Pappalardo,Peter Donat,Tom Dahlgren,Ivonne Coll,Richard Watson,Erica Yohn",Estados Unidos,Francis Ford Coppola,"Drama,Mafia,Crimen,Familia,Años 1910-1919,Años 20,Años 50,Secuela,Precuela,Nochevieja / Año nuevo","The Godfather Part II,","Coppola Co. Production,Francis Ford Coppola,Paramount Pictures","8,9",1974,"Continuación de la historia de los Corleone por medio de dos historias paralelas: la elección de Michael como jefe de los negocios familiares y los orígenes del patriarca, Don Vito Corleone, primero en su Sicilia natal y posteriormente en Estados Unidos, donde, empezando desde abajo, llegó a ser un poderosísimo jefe de la mafia de Nueva York. (FILMAFFINITY)",El padrino. Parte II
"Henry Fonda,Lee J. Cobb,Jack Warden,E.G. Marshall,Martin Balsam,Ed Begley,John Fiedler,Robert Webber,Jack Klugman,George Voskovec,Joseph Sweeney,Edward Binns,Billy Nelson,John Savoca,Rudy Bond,James Kelly",Estados Unidos,Sidney Lumet,"Drama,Intriga,Drama judicial / Abogados/as","12 Angry Men,","Metro-Goldwyn-Mayer (MGM),Orion-Nova Productions","8,7",1957,Los doce miembros de un jurado deben juzgar a un adolescente acusado de haber matado a su padre. Todos menos uno están convencidos de la culpabilidad del acusado. El que disiente intenta con sus razonamientos introducir en el debate una duda razonable que haga recapacitar a sus compañeros para que cambien el sentido de su voto. (FILMAFFINITY),Doce hombres sin piedad
"Liam Neeson,Ben Kingsley,Ralph Fiennes,Caroline Goodall,Jonathan Sagall,Embeth Davidtz,Norbert Weisser,Martin S. Bergmann,Mark Ivanir,Malgorzata Gebel,Shmuel Levy,Michael Schneider,Joachim Paul Assböck,Branko Lustig,Götz Otto",Estados Unidos,Steven Spielberg,"Drama,Nazismo,Holocausto,Basado en hechos reales,II Guerra Mundial",Schindler's List,"Universal Pictures,Amblin Entertainment","8,6",1993,"Oskar Schindler (Liam Neeson), un empresario alemán de gran talento para las relaciones públicas, busca ganarse la simpatía de los nazis de cara a su beneficio personal. Después de la invasión de Polonia por los alemanes en 1939, Schindler consigue, gracias a sus relaciones con los altos jerarcas nazis, la propiedad de una fábrica de Cracovia. Allí emplea a cientos de operarios judíos, cuya explotación le hace prosperar rápidamente, gracias sobre todo a su gerente Itzhak Stern (Ben Kingsley), también judío. Pero conforme la guerra avanza, Schindler y Stern comienzan ser conscientes de que a los judíos que contratan, los salvan de una muerte casi segura en el temible campo de concentración de Plaszow, que lidera el Comandante nazi Amon Goeth (Ralph Fiennes), un hombre cruel que disfruta ejecutando judíos. (FILMAFFINITY)",La lista de Schindler
"Tyrone Power,Marlene Dietrich,Charles Laughton,Elsa Lanchester,John Williams,Una O'Connor,Henry Daniell,Norma Varden,Torin Thatcher,Ian Wolfe,Francis Compton",Estados Unidos,Billy Wilder,"Intriga,Drama,Drama judicial / Abogados/as",Witness for the Prosecution,United Artists,"8,6",1957,"Leonard Vole (Tyrone Power), un hombre joven y atractivo, es acusado del asesinato de la señora French, una rica anciana con quien mantenía una relacion de carácter amistoso. El presunto móvil del crimen era la posibilidad de heredar los bienes de la difunta. A pesar de que las pruebas en su contra son demoledoras, Sir Wilfrid Roberts (Charles Laughton), un prestigioso abogado criminalista londinense, se hace cargo de su defensa. (FILMAFFINITY)",Testigo de cargo
"Charles Chaplin,Virginia Cherrill,Florence Lee,Harry Myers,Allan Garcia,Hank Mann,Jack Alexander,Tom Dempsey,Henry Bergman",Estados Unidos,Charles Chaplin,"Comedia,Romance,Cine mudo,Pobreza,Comedia romántica,Comedia dramática,Discapacidad,Discapacidad visual",City Lights,United Artists,"8,6",1931,Un pobre vagabundo (Charles Chaplin) pasa mil y un avatares para conseguir dinero y ayudar a una florista ciega (Virginia Cherrill) de la que se ha enamorado. (FILMAFFINITY),Luces de la ciudad
"Tim Robbins,Morgan Freeman,Bob Gunton,James Whitmore,Gil Bellows,William Sadler,Mark Rolston,Clancy Brown,David Proval,Jeffrey DeMunn,Jude Ciccolella,Don McManus,Alfonso Freeman,Brian Libby,Mack Miles,Frank Medrano,Larry Brandenburg,Neil Giuntoly,Joseph Ragno,Paul McCrane,Renee Blaine,John Horton,Gordon Greene,V.J. Foster,Morgan Lund,Gary Lee Davis,Neil Summers,Ned Bellamy,Joe Pecoraro,Brian Delate,Paul Kennedy,Dorothy Silver,Robert Haley,Dana Snyder,Ken Magee,Bill Bolender,Dion Anderson,James Kisicki,Rohn Thomas,Brian Brophy",Estados Unidos,Frank Darabont,"Drama,Drama carcelario,Amistad,Años 40,Años 50,Película de culto",The Shawshank Redemption,"Castle Rock Entertainment,Columbia Pictures","8,6",1994,"Acusado del asesinato de su mujer, Andrew Dufresne (Tim Robbins), tras ser condenado a cadena perpetua, es enviado a la cárcel de Shawshank. Con el paso de los años conseguirá ganarse la confianza del director del centro y el respeto de sus compañeros de prisión, especialmente de Red (Morgan Freeman), el jefe de la mafia de los sobornos. (FILMAFFINITY)",Cadena perpetua
"Charles Chaplin,Paulette Goddard,Henry Bergman,Chester Conklin,Stanley Stanford,Hank Mann,Louis Natheaux,Allan Garcia",Estados Unidos,Charles Chaplin,"Comedia,Sátira,Comedia dramática,Drama social,Trabajo/empleo,Cine mudo,Película de culto",Modern Times,United Artists,"8,6",1936,"Extenuado por el frenético ritmo de la cadena de montaje, un obrero metalúrgico acaba perdiendo la razón. Después de recuperarse en un hospital, sale y es encarcelado por participar en una manifestación en la que se encontraba por casualidad. En la cárcel, también sin pretenderlo, ayuda a controlar un motín, gracias a lo cual queda en libertad. Una vez fuera, reemprende la lucha por la supervivencia en compañía de una joven huérfana a la que conoce en la calle. (FILMAFFINITY)",Tiempos modernos
"Charles Chaplin,Paulette Goddard,Jack Oakie,Reginald Gardiner,Henry Daniell,Carter De Haven,Grace Hayle,Maurice Moscovitch,Billy Gilbert",Estados Unidos,Charles Chaplin,"Comedia,Sátira,Nazismo,II Guerra Mundial,Propaganda",The Great Dictator,United Artists,"8,6",1940,"Un humilde barbero judío que combatió con el ejército de Tomania en la Primera Guerra Mundial vuelve a su casa años después del fin del conflicto. Amnésico a causa de un accidente de avión, no recuerda prácticamente nada de su vida pasada, y no conoce la situación política actual del país: Adenoid Hynkel, un dictador fascista y racista, ha llegado al poder y ha iniciado la persecución del pueblo judío, a quien considera responsable de la situación de crisis que vive el país. Paralelamente, Hynkel y sus colaboradores han empezado a preparar una ofensiva militar destinada a la conquista de todo el mundo.",El gran dictador
"John Travolta,Samuel L. Jackson,Uma Thurman,Bruce Willis,Ving Rhames,Harvey Keitel,Tim Roth,Amanda Plummer,María de Medeiros,Eric Stoltz,Rosanna Arquette,Christopher Walken,Paul Calderon,Bronagh Gallagher,Peter Greene,Stephen Hibbert,Angela Jones,Phil LaMarr,Robert Ruth,Julia Sweeney,Quentin Tarantino,Frank Whaley,Duane Whitaker,Steve Buscemi,Burr Steers",Estados Unidos,Quentin Tarantino,"Thriller,Crimen,Historias cruzadas,Película de culto,Comedia negra",Pulp Fiction,"Miramax,A Band Apart,Jersey Films,Lawrence Bender","8,6",1994,"Jules y Vincent, dos asesinos a sueldo con no demasiadas luces, trabajan para el gángster Marsellus Wallace. Vincent le confiesa a Jules que Marsellus le ha pedido que cuide de Mia, su atractiva mujer. Jules le recomienda prudencia porque es muy peligroso sobrepasarse con la novia del jefe. Cuando llega la hora de trabajar, ambos deben ponerse ""manos a la obra"". Su misión: recuperar un misterioso maletín. (FILMAFFINITY)",Pulp Fiction
"Robert Redford,Paul Newman,Robert Shaw,Charles Durning,Ray Walston,Eileen Brennan,Harold Gould,Dana Elcar,John Heffernan,Charles Dierkop,Dimitra Arliss,Robert Earl Jones,Lee Paul,Avon Long",Estados Unidos,George Roy Hill,"Intriga,Comedia,Drama,Crimen,Juego,Años 30,Mafia,Robos & Atracos,Venganza,Película de culto",The Sting,"Universal Pictures,Zanuck/Brown","8,5",1973,"Chicago, años treinta. Johnny Hooker (Redford) y Henry Gondorff (Newman) son dos timadores que deciden vengar la muerte de un viejo y querido colega, asesinado por orden de un poderoso gángster llamado Doyle Lonnegan (Shaw). Para ello urdirán un ingenioso y complicado plan con la ayuda de todos sus amigos y conocidos. (FILMAFFINITY)",El golpe
"Carole Lombard,Jack Benny,Robert Stack,Stanley Ridges,Felix Bressart,Lionel Atwill,Sig Ruman,Tom Dugan,Charles Halton,George Lynn",Estados Unidos,Ernst Lubitsch,"Comedia,Intriga,Sátira,II Guerra Mundial,Nazismo,Teatro,Comedia negra,Comedia screwball",To Be or Not to Be,"Romaine Film,Alexander Korda","8,5",1942,"Segunda Guerra Mundial (1939-1945). Varsovia, durante la ocupación alemana. El profesor Siletsky, un espía al servicio de la Gestapo, está a punto de entregar una lista con el nombre de los colaboradores de la Resistencia. Joseph Tura, actor polaco, intérprete de Hamlet y esposo de María Tura, también conocida actriz, intentará evitarlo. Con la ayuda de los actores de su compañía, se hará pasar por el cruel coronel Erhardt y por Siletsky para entrar en el cuartel general de las SS. (FILMAFFINITY)",Ser o no ser
"Tatsuya Nakadai,Rentarô Mikuni,Akira Ishihama,Shima Iwashita,Tetsurô Tanba,Masao Mishima,Ichirô Nakatani,Kei Sato,Yoshio Inaba,Hisashi Igawa,Tôru Takeuchi,Yoshio Aoki,Tatsuo Matsumura,Akiji Kobayashi,Kôichi Hayashi,Ryutaro Gomi,Jo Azumi,Nakajirô Tomita,Shichisaburô Amatsu,Kenzô Tanaka,Shin Nakahara,Tsuneo Ikeda,Minoru Miyagi,Takaaki Kadota,Satoshi Nishida,Tetsurô Komiyama,Shûichirô Narita,Noboru Kasuga",Japón,Masaki Kobayashi,"Drama,Siglo XVII,Japón feudal,Samuráis,Película de culto",Seppuku (Harakiri),"Shôchiku,Shôchiku","8,5",1962,"Un samurái pide permiso para practicarse el Seppuku (o Harakiri), ceremonia durante la cual se quitará la vida abriéndose el estómago al tiempo que otro samurái lo decapitará. Solicita también poder contar la historia que le ha llevado a tomar tan trágica decisión. (FILMAFFINITY)",Harakiri
"William Holden,Gloria Swanson,Erich von Stroheim,Nancy Olson,Lloyd Gough,Jack Webb,Fred Clark,Cecil B. DeMille,Buster Keaton,Anna Q. Nilsson,Hedda Hopper,H.B. Warner,Franklyn Farnum,Julia Faye,Ruth Clifford",Estados Unidos,Billy Wilder,"Cine negro,Drama,Cine dentro del cine,Literatura,Vejez / Madurez,Nochevieja / Año nuevo",Sunset Blvd. (Sunset Boulevard),Paramount Pictures,"8,5",1950,"Joe Gillis es un joven escritor de segunda fila que, acosado por sus acreedores, se refugia casualmente en la mansión de Norma Desmond, antigua estrella del cine mudo, que vive fuera de la realidad, acompañada únicamente de su fiel criado Max. A partir de ese momento, la actriz pretende que Joe corrija un guion que ella ha escrito y que va a significar su regreso al cine. (FILMAFFINITY)",El crepúsculo de los dioses
"Roberto Benigni,Nicoletta Braschi,Giorgio Cantarini,Marisa Paredes,Giustino Durano,Horst Buchholz,Sergio Bini Bustric",Italia,Roberto Benigni,"Comedia,Drama,Comedia dramática,Nazismo,Holocausto,II Guerra Mundial,Años 30,Años 40",La vita è bella,"Melampo Cinematografica,Cecchi Gori Group Tiger Cinematografica,Miramax","8,5",1997,"En 1939, a punto de estallar la Segunda Guerra Mundial (1939-1945), el extravagante Guido llega a Arezzo, en la Toscana, con la intención de abrir una librería. Allí conoce a la encantadora Dora y, a pesar de que es la prometida del fascista Rodolfo, se casa con ella y tiene un hijo. Al estallar la guerra, los tres son internados en un campo de exterminio, donde Guido hará lo imposible para hacer creer a su hijo que la terrible situación que están padeciendo es tan sólo un juego. (FILMAFFINITY)",La vida es bella
"Bette Davis,Anne Baxter,George Sanders,Celeste Holm,Gary Merrill,Hugh Marlowe,Gregory Ratoff,Barbara Bates,Marilyn Monroe,Thelma Ritter",Estados Unidos,Joseph L. Mankiewicz,"Drama,Teatro,Película de culto",All About Eve,"20th Century Fox,Darryl F. Zanuck","8,4",1950,"La joven Eva (Anne Baxter), que aspira a convertirse en actriz y triunfar en los escenarios, se las ingenia para introducirse en un grupo de actores de teatro y hacerse amiga y confidente de la famosa y veterana actriz Margo Channing (Bette Davis), gran dama de la escena neoyorquina. El deseo de actuar y los celos la consumen hasta el punto de comenzar a traicionar a sus compañeros en su escalada hacia el éxito. Ella halaga, atrae, seduce, pero también pisotea a todo el que se cruza en su camino: escritores, directores, productores. Sólo un inteligente crítico teatral comienza a adivinar lo que se esconde tras su dulce apariencia, sólo él es capaz de ver a ""Eva al desnudo"". (FILMAFFINITY)",Eva al desnudo
"Kirk Douglas,George Macready,Adolphe Menjou,Ralph Meeker,Wayne Morris,Joe Turkel,Richard Anderson,Timothy Carey,Peter Capell,Christiane Kubrick,Bert Freed,Emile Meyer",Estados Unidos,Stanley Kubrick,"Bélico,Drama,I Guerra Mundial,Ejército,Película de culto",Paths of Glory,"Bryna Productions,Metro-Goldwyn-Mayer (MGM)","8,4",1957,"Primera Guerra Mundial (1914-1918). En 1916, en Francia, el general Boulard ordena la conquista de una inexpugnable posición alemana y encarga esa misión al ambicioso general Mireau. El encargado de dirigir el ataque será el coronel Dax. La toma de la colina resulta un infierno, y el regimiento emprende la retirada hacia las trincheras. El alto mando militar, irritado por la derrota, decide imponer al regimiento un terrible castigo que sirva de ejemplo a los demás soldados. (FILMAFFINITY)",Senderos de gloria
"Toshirô Mifune,Kyôko Kagawa,Yutaka Sada,Takashi Shimura,Tatsuya Mihashi,Tatsuya Nakadai,Kenji Kodama,Isao Kimura,Kenjiro Ishiyama,Takeshi Katô,Jun Tazaki,Nobuo Nakamura,Yûnosuke Itô,Tsutomu Yamazaki,Minoru Chiaki,Eijirô Tono,Masao Shimizu,Masahiko Shimazu,Koji Mitsui,Kyû Sazanka,Susumu Fujita,Kamatari Fujiwara,Yoshio Tsuchiya,Kazuo Kitamura,Gen Shimizu,Akira Nagoya,Jun Hamamura,Masao Oda,Kô Nishimura,Yoshifumi Tajima,Kôji Kiyomura,Hiroshi Unayama,Satoshi Suzuki,Senkichi Omura,Kazuo Katô,Ikio Sawamura,Kin Sugai,Keiko Tomita,Isao Onoda,Kiyoshi Yamamoto,Haruo Suzuki",Japón,Akira Kurosawa,"Cine negro,Thriller,Intriga,Drama,Crimen,Policíaco,Secuestros / Desapariciones","Tengoku to Jigoku,","Kurosawa Production Co,Toho","8,4",1963,"En un momento crucial de su vida financiera, Gondo (Toshirô Mifune), un directivo de una importante empresa de zapatos, recibe la noticia de que su hijo ha sido secuestrado. El rescate exigido es una gran cantidad de dinero, pero Gondo la necesita para cerrar una negociación que le dará el control de la empresa. (FILMAFFINITY)",El infierno del odio
"Toshirô Mifune,Takashi Shimura,Yoshio Inaba,Seiji Miyaguchi,Minoru Chiaki,Daisuke Kato,Isao Kimura,Kamatari Fujiwara,Keiko Tsushima,Yoshio Tsuchiya,Kokuten Kôdô",Japón,Akira Kurosawa,"Aventuras,Drama,Japón feudal,Siglo XVI,Samuráis,Película de culto",Shichinin no Samurai (Seven Samurai),Toho,"8,4",1954,"Japón, Siglo XVI. Una aldea de campesinos indefensos es repetidamente atacada y saqueada por una banda de forajidos. Aconsejados por el anciano de la aldea, unos aldeanos acuden a la ciudad con el objetivo de contratar a un grupo de samuráis para protegerlos. A pesar de que el único salario es comida y techo, varios samuráis se van incorporando uno a uno al singular grupo que finalmente se dirige a la aldea. (FILMAFFINITY)",Los siete samuráis
"George O'Brien,Janet Gaynor,Margaret Livingston,Bodil Rosing,J. Farrell MacDonald",Estados Unidos,F.W. Murnau,"Drama,Romance,Drama romántico,Melodrama,Expresionismo alemán,Cine mudo,Película de culto",Sunrise: A Song of Two Humans,Fox Film Corporation,"8,4",1927,"Un granjero (George O'Brien) convive felizmente en el campo con su esposa (Janet Gaynor). Pero la aparición de una seductora mujer (Margaret Livingston) de la ciudad hace que comience a enamorarse de ésta, y a pensar que su mujer es un estorbo que se interpone en la felicidad entre él y su nueva y sofisticada amante. (FILMAFFINITY)",Amanecer
"Fred MacMurray,Barbara Stanwyck,Edward G. Robinson,Tom Powers,Porter Hall,Jean Heather,Byron Barr,Richard Gaines,Fortunio Bonanova,John Philliber,Bess Flowers,Miriam Franklin",Estados Unidos,Billy Wilder,"Cine negro,Intriga,Thriller,Crimen",Double Indemnity,Paramount Pictures,"8,4",1944,"En la ciudad de Los Angeles un agente de una compañía de seguros (Fred MacMurray) y una cliente (Bárbara Stanwyck) traman asesinar al marido de esta última para así cobrar un cuantioso y falso seguro de accidentes. Todo se complica cuando entra en acción Barton Keyes (Edward G. Robinson), investigador de la empresa de seguros. (FILMAFFINITY)",Perdición
"Jack Lemmon,Shirley MacLaine,Fred MacMurray,Ray Walston,Edie Adams,Jack Kruschen,Joan Shawlee,Hope Holiday,David Lewis,Naomi Stevens,Johnny Seven,Joyce Jameson,Willard Waterman,David White",Estados Unidos,Billy Wilder,"Comedia,Romance,Drama,Comedia dramática,Navidad,Película de culto,Nochevieja / Año nuevo",The Apartment,"United Artists,The Mirisch Corporation,United Artists","8,4",1960,C.C. Baxter (Jack Lemmon) es un modesto pero ambicioso empleado de una compañía de seguros de Manhattan. Está soltero y vive solo en un discreto apartamento que presta ocasionalmente a sus superiores para sus citas amorosas. Tiene la esperanza de que estos favores le sirvan para mejorar su posición en la empresa. Pero la situación cambia cuando se enamora de una ascensorista (Shirley MacLaine) que resulta ser la amante de uno de los jefes que usan su apartamento (Fred MacMurray). (FILMAFFINITY),El apartamento
"Alexandre Rodrigues,Leandro Firmino,Phellipe Haagensen,Douglas Silva,Seu Jorge,Jonathan Haagensen,Matheus Nachtergaele,Jefechander Suplino,Alice Braga,Emerson Gomes,Luis Otávio,Babu Santana,Gero Camilo",Brasil,"Fernando Meirelles,Kátia Lund","Drama,Basado en hechos reales,Adolescencia,Pobreza,Crimen,Años 60,Años 70,Años 80,Drogas,Película de culto,Bandas/pandillas callejeras",Cidade de Deus,"O2 Filmes,VideoFilmes,Globo Filmes,Wild Bunch,Lumière,Studiocanal,Hank Levine Film,Lereby Produções","8,4",2002,"Basada en hechos reales, describe el mundo del crimen organizado en Cidade de Deus, un suburbio de Río de Janeiro, desde finales de los sesenta hasta principios de los ochenta, época durante la cual el tráfico de drogas y la violencia impusieron su ley en las favelas. A finales de los sesenta, Buscapé, un niño de 11 años tímido y sensible, observa a los niños duros de su barrio, sus robos, sus peleas, sus enfrentamientos diarios con la policía. Pero él sabe muy bien lo que quiere ser si consigue sobrevivir: fotógrafo. Dadinho, un niño de su edad que se traslada al barrio, sueña con ser el criminal más peligroso de Río de Janeiro y empieza su aprendizaje haciendo recados para los delincuentes locales. Admira a Cabeleira y su pandilla, que se dedican a atracar los camiones del gas. Un día Cabeleira le da a Dadinho la oportunidad de cometer su primer asesinato. (FILMAFFINITY)",Ciudad de Dios
"Charles Chaplin,Jackie Coogan,Edna Purviance,Carl Miller,Tom Wilson,Henry Bergman,Lita Grey",Estados Unidos,Charles Chaplin,"Comedia,Drama,Pobreza,Cine mudo,Comedia dramática,Película de culto",The Kid,"Charles Chaplin,First National Pictures","8,4",1921,"Una mujer de escasos recursos (Edna Purviance), ha tenido un hijo siendo soltera, y al sentirse abandonada por el padre del niño, decide también ella abandonar al bebé, con la esperanza de que una familia rica lo coja en adopción. Pero el pequeño terminará en manos de un vagabundo (Charles Chaplin), quien pronto se encariñará con él y decidirá sacarlo adelante como sea. Cuando el niño, llamado ahora John (Jackie Coogan) llega a los cinco años, la lucha por la supervivencia y por permanecer juntos será toda una aventura. (FILMAFFINITY),
,
Reestreno 4K (100 aniversario) en cines España: 5 febrero 2021.",El chico
"Philippe Leroy,Marc Michel,Michel Constantin,Jean Kéraudy,Raymond Meunier,André Bervil",Francia,Jacques Becker,"Drama,Drama carcelario,Basado en hechos reales",Le Trou,"Filmsonor,Play Art,Titanus","8,4",1960,"Manu, Roland, Jo y Vosselin comparten celda en la prisión francesa de La Santé. Los cuatro han pensado un elaborado método para escapar de la prisión, pero cuando están a punto de ejecutarlo, les asignan un nuevo compañero de celda, al que no saben si comunicarle o no sus planes. (FILMAFFINITY)",La evasión
"Anthony Perkins,Janet Leigh,John Gavin,Vera Miles,John McIntire,Martin Balsam,Simon Oakland,Patricia Hitchcock",Estados Unidos,Alfred Hitchcock,"Terror,Intriga,Thriller,Asesinos en serie,Slasher,Thriller psicológico,Película de culto",Psycho,Paramount Pictures,"8,4",1960,"Marion Crane, una joven secretaria, tras cometer el robo de un dinero en su empresa, huye de la ciudad y, después de conducir durante horas, decide descansar en un pequeño y apartado motel de carretera regentado por un tímido joven, Norman Bates, que vive en la casa de al lado con su madre. (FILMAFFINITY)",Psicosis
"Charles Chaplin,Mack Swain,Georgia Hale,Tom Murray,Malcom Waite,Henry Bergman,Betty Morrisey",Estados Unidos,Charles Chaplin,"Comedia,Drama,Aventuras,Cine mudo,Años 1900 (circa),Comedia dramática,Nochevieja / Año nuevo",The Gold Rush,United Artists,"8,4",1925,"Obra maestra de Chaplin, en la que interpreta a un solitario buscador de oro que llega a Alaska, a principios de siglo, en busca de fortuna. Una fuerte tormenta de nieve le llevará a refugiarse en la cabaña de un bandido. En 1942 fue reestrenada en versión sonora. (FILMAFFINITY)",La quimera del oro
"Ray Liotta,Robert De Niro,Joe Pesci,Lorraine Bracco,Paul Sorvino,Chuck Low,Christopher Serrone,Debi Mazar,Gina Mastrogiacomo,Frank Sivero,Illeana Douglas,Tony Darrow,Frank DiLeo,Frank Vincent,Mike Starr,Catherine Scorsese,Michael Imperioli,Welker White,Suzanne Shepherd,Margo Winkler,Samuel L. Jackson,Elaine Kagan,Beau Starr,Kevin Corrigan,Bo Dietl,Julie Garfield,Henny Youngman",Estados Unidos,Martin Scorsese,"Thriller,Drama,Mafia,Crimen,Años 70,Años 80,Película de culto,Basado en hechos reales",Goodfellas,Warner Bros,"8,4",1990,"Henry Hill, hijo de padre irlandés y madre siciliana, vive en Brooklyn y se siente fascinado por la vida que llevan los gángsters de su barrio, donde la mayoría de los vecinos son inmigrantes. Paul Cicero, el patriarca de la familia Pauline, es el protector del barrio. A los trece años, Henry decide abandonar la escuela y entrar a formar parte de la organización mafiosa como chico de los recados; muy pronto se gana la confianza de sus jefes, gracias a lo cual irá subiendo de categoría. (FILMAFFINITY)",Uno de los nuestros
"Humphrey Bogart,Ingrid Bergman,Paul Henreid,Claude Rains,Conrad Veidt,Sydney Greenstreet,Peter Lorre,S.Z. Sakall,Madeleine LeBeau,Dooley Wilson,Joy Page,John Qualen,Leonid Kinskey,Curt Bois,Ed Agresti,Marcel Dalio,Enrique Acosta,Louis V. Arco,Frank Arnold,Leon Belasco,Oliver Blake",Estados Unidos,Michael Curtiz,"Drama,Romance,Drama romántico,II Guerra Mundial,África,Nazismo",Casablanca,"Warner Bros,Hal B. Wallis","8,4",1942,"Años 40. A consecuencia de la Segunda Guerra Mundial, Casablanca era una ciudad a la que llegaban huyendo del nazismo gente de todas partes: llegar era fácil, pero salir era casi imposible, especialmente si el nombre del fugitivo figuraba en las listas de la Gestapo, que presionaba a la autoridades francesas al mando del corrupto inspector Renault. En este caso, el objetivo de la policía secreta alemana es el líder checo y héroe de la resistencia Victor Laszlo, cuya única esperanza es Rick Blaine, propietario del 'Rick’s Café' y antiguo amante de su mujer, Ilsa Lund. Rick e Ilsa se habían conocido en París, pero la entrada de las tropas alemanas en la capital francesa les separó. (FILMAFFINITY)",Casablanca
"Jack Nicholson,Louise Fletcher,Brad Dourif,William Redfield,Mews Small,Sydney Lassick,Will Sampson,Christopher Lloyd,Danny DeVito,Dean R. Brooks,William Duell,Scatman Crothers,Nathan George,Vincent Schiavelli,Alonzo Brown,Peter Brocco,Michael Berryman,Josip Elic,Dwight Marfield,Ted Markland,Louisa Moritz,Philip Roth",Estados Unidos,Milos Forman,"Drama,Enfermedad,Discapacidad,Comedia dramática,Película de culto",One Flew Over the Cuckoo's Nest,"United Artists,Fantasy Film,Michael Douglas,United Artists","8,3",1975,"Randle McMurphy (Jack Nicholson), un hombre condenado por asalto, y un espíritu libre que vive contracorriente, es recluido en un hospital psiquiátrico. La inflexible disciplina del centro acentúa su contagiosa tendencia al desorden, que acabará desencadenando una guerra entre los pacientes y el personal de la clínica con la fría y severa enfermera Ratched (Louise Fletcher) a la cabeza. La suerte de cada paciente del pabellón está en juego. (FILMAFFINITY)",Alguien voló sobre el nido del cuco
"Marlon Brando,Al Pacino,James Caan,Robert Duvall,Diane Keaton,John Cazale,Talia Shire,Richard S. Castellano,Sterling Hayden,Gianni Russo,Rudy Bond,John Marley,Richard Conte,Al Lettieri,Abe Vigoda,Franco Citti,Lenny Montana,Al Martino,Joe Spinell,Simonetta Stefanelli,Morgana King,Alex Rocco,John Martino,Salvatore Corsitto,Richard Bright,Tony Giorgio,Vito Scotti,Jeannie Linero,Julie Gregg,Angelo Infanti,Corrado Gaipa,Saro Urzi,Ardell Sheridan,Victor Rendina,Tere Livrano",Estados Unidos,Francis Ford Coppola,"Drama,Mafia,Crimen,Años 40,Años 50,Familia,Película de culto",The Godfather,"Paramount Pictures,Alfran Productions,Albert S. Ruddy","9,0",1972,"América, años 40. Don Vito Corleone (Marlon Brando) es el respetado y temido jefe de una de las cinco familias de la mafia de Nueva York. Tiene cuatro hijos: Connie (Talia Shire), el impulsivo Sonny (James Caan), el pusilánime Fredo (John Cazale) y Michael (Al Pacino), que no quiere saber nada de los negocios de su padre. Cuando Corleone, en contra de los consejos de 'Il consigliere' Tom Hagen (Robert Duvall), se niega a participar en el negocio de las drogas, el jefe de otra banda ordena su asesinato. Empieza entonces una violenta y cruenta guerra entre las familias mafiosas. (FILMAFFINITY)",El padrino
"Al Pacino,Robert De Niro,Diane Keaton,Robert Duvall,John Cazale,Lee Strasberg,Talia Shire,Gastone Moschin,Michael V. Gazzo,Marianna Hill,Bruno Kirby,Danny Aiello,Harry Dean Stanton,Troy Donahue,Roger Corman,Morgana King,Joe Spinell,Richard Bright,James Caan,Dominic Chianese,Francesca de Sapio,G.D. Spradlin,Frank Sivero,Oreste Baldini,Tom Rosqui,Leopoldo Trieste,Amerigo Tot,John Aprea,Abe Vigoda,Gianni Russo,Maria Carta,Mario Cotone,Fay Spain,James Murdock,Carmine Caridi,William Bowers,Joseph Della Sorte,Carmen Argenziano,Kathleen Beller,Ignazio Pappalardo,Peter Donat,Tom Dahlgren,Ivonne Coll,Richard Watson,Erica Yohn",Estados Unidos,Francis Ford Coppola,"Drama,Mafia,Crimen,Familia,Años 1910-1919,Años 20,Años 50,Secuela,Precuela,Nochevieja / Año nuevo","The Godfather Part II,","Coppola Co. Production,Francis Ford Coppola,Paramount Pictures","8,9",1974,"Continuación de la historia de los Corleone por medio de dos historias paralelas: la elección de Michael como jefe de los negocios familiares y los orígenes del patriarca, Don Vito Corleone, primero en su Sicilia natal y posteriormente en Estados Unidos, donde, empezando desde abajo, llegó a ser un poderosísimo jefe de la mafia de Nueva York. (FILMAFFINITY)",El padrino. Parte II
